event_type,event_payload
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 19, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 196, ""playerId"": 2, ""roll"": 1}"
game_started,"{""gameId"": 197}"
player_joins_game,"{""gameId"": 197, ""playerId"": 8}"
player_joins_game,"{""gameId"": 197, ""playerId"": 13}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 197, ""playerId"": 13, ""roll"": 2}"
game_started,"{""gameId"": 198}"
player_joins_game,"{""gameId"": 198, ""playerId"": 10}"
player_joins_game,"{""gameId"": 198, ""playerId"": 18}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 198, ""playerId"": 18, ""roll"": 6}"
game_started,"{""gameId"": 199}"
player_joins_game,"{""gameId"": 199, ""playerId"": 10}"
player_joins_game,"{""gameId"": 199, ""playerId"": 13}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 199, ""playerId"": 10, ""roll"": 4}"
game_started,"{""gameId"": 200}"
player_joins_game,"{""gameId"": 200, ""playerId"": 6}"
player_joins_game,"{""gameId"": 200, ""playerId"": 11}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 6, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 200, ""playerId"": 11, ""roll"": 5}"
game_started,"{""gameId"": 201}"
player_joins_game,"{""gameId"": 201, ""playerId"": 8}"
player_joins_game,"{""gameId"": 201, ""playerId"": 12}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 201, ""playerId"": 8, ""roll"": 5}"
